std_acc,std_jerk,std_power,consumption,kms,consumption_per_km,std_current,highway,slope,nominal_speed,max_current,max_jerk,max_acc,max_power,min_power,max_speed,mean_speed,std_speed,iqr_power,mean_soc,mean_temp,travel_time,idle_time,traffic_factor,user_id,vehicle_id,speed_ind,end_time,total_mass,traffic_lights,slope_cat
0.11,0.206939605,2.650824321,0.172636389,0.5391561,0.320197414,7.323976038,primary,3.781271667,60,61.75,0.3,0.23,22.539,15.894,51,47.66666667,1.972026594,4.644,76.16666667,28,36,0,24.17141169,Santiago_Echavarria_FSV110,FSV110,1.176470588,8/11/2020 12:07,1624,0,"(2.5, 5.0]"
0.163023745,0.234037322,4.79938246,0.184815972,0.5357116,0.344991544,13.20254868,primary,4.905293333,60,76,0.2682,0.2575,27.74,12.186,51,46.16666667,3.435921355,4.2915,75,26.83333333,36,0,13.43647363,Santiago_Echavarria_FSV110,FSV110,1.176470588,8/11/2020 12:14,1624,0,"(2.5, 5.0]"
0.51660429,0.72498472,15.12198237,0.189322361,0.58249,0.325022509,41.68809735,primary,4.6685525,52.5,124,0.9666,0.9762,44.888,-5.98,57,39.25,13.27356395,17.371,74.625,25.875,49,0,2.957005379,Santiago_Echavarria_FSV110,FSV110,0.921052632,8/11/2020 12:15,1624,0,"(2.5, 5.0]"
0.116858496,0.135345182,1.833949715,0.188907014,0.5725271,0.329952964,5.081454571,primary,3.943183333,52.5,66.25,0.1786,0.181,24.049,19.356,55,50.66666667,3.636237372,3.36925,74,24.83333333,33,0,13.93381715,Santiago_Echavarria_FSV110,FSV110,0.954545455,8/11/2020 12:15,1624,0,"(2.5, 5.0]"
0.085440693,0.112530563,2.515850441,0.157990764,0.5073622,0.311396403,6.977463723,primary,3.878948,52.5,68.25,0.1218,0.1127,24.741,17.944,54,51.8,1.6,3.995,73,24,27,0,32.375,Santiago_Echavarria_FSV110,FSV110,0.972222222,8/11/2020 12:16,1624,0,"(2.5, 5.0]"
0.212504406,0.388763126,1.253404918,0.185224236,0.5665514,0.326932801,3.485087278,primary,4.669365,50,65,0.4123,0.246,23.497,20.028,53,49.5,3.304037934,1.99725,72.83333333,24,35,0,14.98166819,Santiago_Echavarria_FSV110,FSV110,0.943396226,8/11/2020 12:17,1624,0,"(2.5, 5.0]"
0.137073626,0.173868532,2.307084506,0.237797569,0.528085,0.450301693,6.431800335,primary,4.983171667,50,66.25,0.2215,0.1214,23.916,17.285,49,46.33333333,1.699673171,3.076,72,23,37,0,27.26014278,Santiago_Echavarria_FSV110,FSV110,1.020408163,8/11/2020 12:17,1624,0,"(2.5, 5.0]"
0.084671452,0.107437547,1.164247742,0.184850833,0.5724621,0.322904928,3.283217003,primary,4.32658,50,63.25,0.1373,0.1472,22.802,19.584,56,50.16666667,3.337497399,1.77075,71.33333333,23,35,0,15.0312227,Santiago_Echavarria_FSV110,FSV110,0.892857143,8/11/2020 12:18,1624,0,"(2.5, 5.0]"
0.047289252,0.057108682,0.581241894,0.178123333,0.5913346,0.301222579,1.56790731,primary,4.185191667,50,57,0.1,-0.0075,20.549,18.99,52,49.66666667,1.885618083,0.9195,71,22.83333333,37,0,26.3397276,Santiago_Echavarria_FSV110,FSV110,0.961538462,8/11/2020 12:19,1624,0,"(2.5, 5.0]"
0.065610695,0.079486638,0.609312112,0.1308075,0.5484531,0.238502618,1.698140323,primary,4.43253,50,57.25,0.098,0.1167,20.61,18.72,49,47.33333333,1.490711985,0.62325,70,22,36,0,31.75216528,Santiago_Echavarria_FSV110,FSV110,1.020408163,8/11/2020 12:20,1624,0,"(2.5, 5.0]"
0.200699929,0.186754108,2.032087065,0.163750903,0.507648,0.322567808,5.699561387,primary,4.417518,50,67.75,0.1238,0.2825,24.255,19,58,52.6,4.223742416,3.015,69.8,22,28,0,12.45341094,Santiago_Echavarria_FSV110,FSV110,0.862068966,8/11/2020 12:20,1624,0,"(2.5, 5.0]"
0.083583785,0.086517365,0.970582242,0.186984306,0.5082593,0.367891558,2.702879123,primary,5.13646,50,62.5,0.1,0.1016,22.406,19.359,48,44.33333333,2.2852182,1.05225,69,22,38,0,19.40004387,Santiago_Echavarria_FSV110,FSV110,1.041666667,8/11/2020 12:21,1624,0,"(5.0, 7.5]"
0.162637628,0.17793241,3.494807978,0.176089583,0.6056019,0.290767885,9.888615789,primary,3.632505,50,65,0.1047,0.1468,23.27,13.609,56,51.83333333,3.023059525,5.2335,68.33333333,21.33333333,36,0,17.14598502,Santiago_Echavarria_FSV110,FSV110,0.892857143,8/11/2020 12:22,1624,0,"(2.5, 5.0]"
0.110670599,0.144416079,0.778025421,0.118190208,0.5015599,0.235645251,2.177855724,primary,4.656625,50,55,0.329,0.0901,19.718,17.631,47,44.66666667,2.054804668,1.15375,68,21,34,0,21.73767043,Santiago_Echavarria_FSV110,FSV110,1.063829787,8/11/2020 12:22,1624,0,"(2.5, 5.0]"
0.799061178,1.056387447,12.6567077,0.172393403,0.600105732,0.287271715,32.96908495,primary,-0.520156296,50,163.5,3.79,3.42,62.539,-10.934,67,12.96296296,21.44844202,0.1975,99,22.11111111,191,0.528795812,0.604377835,Santiago_Echavarria_FSV110,FSV110,0.746268657,8/11/2020 13:36,1624,0,"(-2.5, 0.0]"
0.290440279,0.47,11.17062401,-0.052757639,0.5394886,-0.097791944,28.33357843,primary,-1.100016667,40,23.25,0.24,-0.17,9.126,-16.055,67,59.33333333,10.14341604,12.5905,99,21,13,0,5.849442941,Santiago_Echavarria_FSV110,FSV110,0.597014925,8/11/2020 13:36,1624,0,"(-2.5, 0.0]"
0.431331917,0.736,4.928723074,0.147885069,0.536656,0.275567718,12.90510235,primary,2.94832,50,115,1.19,0.75,44.218,29.587,77,70.33333333,5.70574759,4.6645,99,21,26,0,12.32675162,Santiago_Echavarria_FSV110,FSV110,0.649350649,8/11/2020 13:37,1624,0,"(2.5, 5.0]"
0.362248533,0.560239904,14.52980878,-0.042338542,0.6608109,-0.064070586,37.00114863,primary,-5.089622,50,55.25,0.88,0.97,21.713,-15.13,71,63,7.720103626,26.936,99,20,29,0,8.160512222,Santiago_Echavarria_FSV110,FSV110,0.704225352,8/11/2020 13:38,1624,0,"(-7.5, -5.0]"
0.490566566,0.723834235,12.80721629,-0.012902569,0.5407853,-0.02385895,32.54465415,primary,-4.471887,50,32.25,0.53,1.07,12.561,-21.5,74,66.16666667,5.75663868,19.67575,99,20,26,0,11.49397597,Santiago_Echavarria_FSV110,FSV110,0.675675676,8/11/2020 13:38,1624,0,"(-5.0, -2.5]"
0.506433609,0.607581727,9.012820906,-0.028810278,0.5091443,-0.056585683,22.84142002,primary,-5.5990675,50,6.75,1.14,0.26,2.643,-20.764,67,54.75,10.82531755,6.60625,99,20,24,0,5.057588358,Santiago_Echavarria_FSV110,FSV110,0.746268657,8/11/2020 13:39,1624,0,"(-7.5, -5.0]"
0.153961034,0.248834785,5.266036475,-0.075485556,0.625045,-0.120768194,13.28344835,primary,-4.517486,50,-7.5,0.25,0.27,-2.97,-16.575,69,65,2.683281573,7.298,99,20.6,28,0,24.22406976,Santiago_Echavarria_FSV110,FSV110,0.724637681,8/11/2020 13:40,1624,0,"(-5.0, -2.5]"
0.340493759,0.506575513,9.805349879,0.007775347,0.7399407,0.010508068,24.80040322,primary,-2.91179,50,15.75,0.9,0.66,6.205,-20.097,75,69.4,5.885575588,10.829,99,21,31,0,11.79154001,Santiago_Echavarria_FSV110,FSV110,0.666666667,8/11/2020 13:40,1624,0,"(-5.0, -2.5]"
0.636448479,1.05,8.929028951,-0.11589625,0.8510985,-0.136172546,22.54255235,primary,-1.422796667,50,9.75,0.56,0.63,3.837,-16.554,72,65.66666667,8.956685895,10.1955,99,21,36,0,7.331580837,Santiago_Echavarria_FSV110,FSV110,0.694444444,8/11/2020 13:41,1624,0,"(-2.5, 0.0]"
0.414410425,0.339659756,14.06921869,-0.079211806,0.5139839,-0.154113398,35.58391491,primary,-4.720134,50,48.75,0.04,1.06,19.183,-15.9,73,66.4,4.841487375,19.726,99,21,26,0,13.71479359,Santiago_Echavarria_FSV110,FSV110,0.684931507,8/11/2020 13:41,1624,0,"(-5.0, -2.5]"
0.205854317,0.313239126,2.192713898,-0.144629097,0.5298057,-0.272985166,5.482700065,primary,-4.555672,50,-25.75,0.4,0.02,-10.21,-16.119,64,53,10.05982107,1.174,99,21.4,29,0,5.268483368,Santiago_Echavarria_FSV110,FSV110,0.78125,8/11/2020 13:42,1624,0,"(-5.0, -2.5]"
0.734846923,0.780224327,21.2022888,-0.024691111,0.5200385,-0.047479391,53.70823959,primary,-4.211986,15,100,0.48,1.54,39.4,-14.987,60,51.4,7.00285656,2.665,99,22,15,0,7.339861892,Santiago_Echavarria_FSV110,FSV110,0.25,8/11/2020 13:42,1624,0,"(-5.0, -2.5]"
0.194463364,0.347302102,1.275426925,-0.098612569,0.5057253,-0.194992359,3.211697371,primary,-7.396562,30,-28,0.57,0.21,-11.158,-14.446,54,46.4,4.92341345,2.071,99,22,34,0,9.424355779,Santiago_Echavarria_FSV110,FSV110,0.555555556,8/11/2020 13:43,1624,0,"(-7.5, -5.0]"
0.469159821,0.891527009,3.843867283,-0.118132222,0.5496526,-0.214921611,9.683870288,primary,-8.81370825,52.5,-6,1.68,0.76,-2.385,-13.217,38,28.375,8.644904569,6.14525,99,23,59,0,3.282280305,Santiago_Echavarria_FSV110,FSV110,1.381578947,8/11/2020 13:46,1624,0,"(-10.0, -7.5]"
0.236220236,0.495,7.228212381,-0.0672,0.5801968,-0.115822769,18.14639542,primary,-7.96436,52.5,11.75,0.45,0.53,4.676,-11.556,51,44.66666667,5.31245915,8.116,99,24,43,0,8.407907789,Santiago_Echavarria_FSV110,FSV110,1.029411765,8/11/2020 13:47,1624,1,"(-10.0, -7.5]"
0.366427005,0.570788928,5.433516558,0.000341528,0.5496685,0.000621334,13.64791651,primary,-6.56529,52.5,5.75,0.66,0.5,2.283,-9.165,52,41,8.306623863,10.54875,99,25,29,0,4.935819977,Santiago_Echavarria_FSV110,FSV110,1.009615385,8/11/2020 13:49,1624,2,"(-7.5, -5.0]"
0.880709362,0.955221033,12.07585722,0.027453472,0.54049275,0.050793414,30.64477183,residential,-2.701577,31.5,47.25,2.05,0.55,18.616,-22.515,65,32.57142857,23.38410414,10.564,99,24,57,0,1.392887595,Santiago_Echavarria_FSV110,FSV110,0.484615385,8/11/2020 16:24,1624,0,"(-5.0, -2.5]"
0.786669205,0.82520993,12.38987082,-0.024696806,0.5136595,-0.048080111,31.65876409,primary,-0.4461545,52.5,43.25,1.86,0.86,16.846,-17.281,67,44.25,19.97341984,11.438,99,24.75,33,0,2.215444344,Santiago_Echavarria_FSV110,FSV110,0.78358209,8/11/2020 16:25,1624,3,"(-2.5, 0.0]"
0.668418786,0.882194234,19.14763163,0.094794653,0.5286512,0.179314173,49.16263099,residential,-0.288581286,31.5,88.25,1.72,0.98,34.373,-11.692,75,41.28571429,14.75237788,36.0835,99,25,30,0,2.798580312,Santiago_Echavarria_FSV110,FSV110,0.42,8/11/2020 16:32,1624,0,"(-2.5, 0.0]"
0.05,0,5.465,-0.05,0.511615,-0.097729738,13.875,unclassified,-0.743804,33.1,-16.75,-0.1,0,-6.558,-17.488,81,76.5,4.5,5.465,99,25,18,0,17,Santiago_Echavarria_FSV110,FSV110,0.408641975,8/11/2020 16:32,1624,3,"(-2.5, 0.0]"
0.086538367,0.025,1.083222456,0.049630278,1.04697,0.047403725,2.86016705,trunk,-0.754749,80,35,-0.08,0.35,13.598,11.046,62,59.33333333,2.054804668,1.276,99,26,50,0,28.87541296,Santiago_Echavarria_FSV110,FSV110,1.290322581,8/11/2020 16:35,1624,0,"(-2.5, 0.0]"
0.900252365,0.979218438,18.30995112,0.025915556,0.53101299,0.048803995,46.60889281,residential,-0.630537889,31.5,99.5,1.67,1.06,39.103,-14.541,61,37.22222222,18.12167381,28.307,99,25.88888889,183,0,2.054016787,Santiago_Echavarria_FSV110,FSV110,0.516393443,8/11/2020 16:38,1624,1,"(-2.5, 0.0]"
0.597792234,0.23,12.04157881,0.024387292,0.8448967,0.028864229,30.49795075,trunk,0.006563,60,-0.25,0.95,0.3,-0.097,-29.427,75,66.66666667,7.930251502,14.665,99,26,23,0,8.406627034,Santiago_Echavarria_FSV110,FSV110,0.8,8/11/2020 16:39,1624,0,"(0.0, 2.5]"
0.855994469,1.114686054,17.20287689,0.015059931,0.538431,0.027970029,43.80001514,primary,0.038410614,52.5,45.75,1.88,0.69,17.728,-37.971,40,29.42857143,7.650530194,12.5325,98,27,46,0,3.846605488,Santiago_Echavarria_FSV110,FSV110,1.3125,8/11/2020 16:46,1624,5,"(0.0, 2.5]"
0.661261421,1.395,17.52065829,0.104512292,0.5336335,0.19585032,45.25897701,primary,0.870316667,60,76.5,1.48,0.82,29.567,-7.908,37,35.33333333,1.247219129,18.7375,98,27,42,0,28.32969164,Santiago_Echavarria_FSV110,FSV110,1.621621622,8/11/2020 16:46,1624,0,"(0.0, 2.5]"
0.406224999,0.784700934,16.19538635,0.173029444,0.5168954,0.334747503,41.98474425,primary,3.57049,60,116.75,0.79,0.63,45.066,3.778,51,40.75,6.339361167,13.685,97.25,27,27,0,6.428092505,Santiago_Echavarria_FSV110,FSV110,1.176470588,8/11/2020 16:47,1624,0,"(2.5, 5.0]"
0.399898425,0.827808351,9.808809319,0.303655625,1.0236947,0.296627134,25.42843819,primary,2.75291,60,72.25,1.12,0.75,27.889,0.677,49,41.75,9.8836987,7.631,96.75,26.75,61,0,4.224127148,Santiago_Echavarria_FSV110,FSV110,1.224489796,8/11/2020 16:48,1624,0,"(2.5, 5.0]"
0.492609379,0.900704585,12.34887304,0.152839028,0.838141,0.182354792,32.14755045,primary,2.592634,60,65,0.97,0.35,24.927,-7.09,50,45.4,3.136877428,20.894,96,26,36,0,14.47299139,Santiago_Echavarria_FSV110,FSV110,1.2,8/11/2020 16:49,1624,0,"(2.5, 5.0]"
0.514993932,0.972111105,19.93807767,0.147430694,0.5568332,0.264766351,52.3769391,primary,1.8697275,60,114.75,1.23,0.46,43.548,-11.402,65,57,7.348469228,23.00225,95.5,26,32,0,7.756717519,Santiago_Echavarria_FSV110,FSV110,0.923076923,8/11/2020 16:50,1624,0,"(0.0, 2.5]"
0.09,0,11.893,0.05,0.62955,0.079421809,30.125,primary,5.48248,60,-49,0.18,-0.9,-18.767,-42.553,63,59,4,11.893,94.5,25,28,0,14.75,Santiago_Echavarria_FSV110,FSV110,0.952380952,8/11/2020 16:51,1624,0,"(5.0, 7.5]"
1.375,0,38.371,0.2,0.821056,0.243588744,99.25,primary,3.69022,60,91.25,-2.75,0.43,35.451,-41.291,56,52.5,3.5,38.371,93.5,24.5,53,0,15,Santiago_Echavarria_FSV110,FSV110,1.071428571,8/11/2020 16:52,1624,0,"(2.5, 5.0]"
1.383337349,1.165,37.09464234,0.275675,0.6873591,0.401064014,96.98890257,primary,1.026226667,52.5,109.5,2.72,0.91,41.391,-42.805,66,53.33333333,8.993825042,42.098,92.66666667,24,52,0,5.929994533,Santiago_Echavarria_FSV110,FSV110,0.795454545,8/11/2020 16:53,1624,0,"(0.0, 2.5]"
0.37,0,24.327,0.1,0.825624,0.12112051,66.375,primary,4.612315,60,188.5,-0.74,1.03,69.839,21.185,92,73.5,18.5,24.327,91.5,24,57,0,3.972972973,Santiago_Echavarria_FSV110,FSV110,0.652173913,8/11/2020 16:54,1624,0,"(2.5, 5.0]"
0.565,0,8.4745,0.05,0.608818,0.08212635,22.125,primary,4.61195,30,-1,1.13,-0.3,-0.382,-17.331,71,65,6,8.4745,90.5,23,25,0,10.83333333,Santiago_Echavarria_FSV110,FSV110,0.422535211,8/11/2020 16:54,1624,0,"(2.5, 5.0]"
0.730114146,0.15,31.45293038,0.107580903,0.5838635,0.184256942,84.37177977,primary,4.21635,60,170.5,-0.74,1.14,63.255,-13.621,65,59,6.480740698,38.438,90,23,22,0,9.103897648,Santiago_Echavarria_FSV110,FSV110,0.923076923,8/11/2020 16:55,1624,0,"(2.5, 5.0]"
0.901266085,1.187360097,9.62412489,-0.084113472,0.5225425,-0.160969629,25.84962524,primary,-0.402017833,40,2.25,1.1,0.18,0.831,-29.055,64,41,22.15099697,9.773,72,17,19,0,1.850932491,Santiago_Echavarria_FSV110,FSV110,0.625,8/11/2020 18:32,1624,0,"(-2.5, 0.0]"
0.814138945,0.725,14.85657648,0.060042986,0.563251,0.106600763,40.56904266,primary,3.121923333,50,61.25,-0.18,0.06,22.326,-13.819,52,43.33333333,12.25651754,18.0725,72,17,34,0,3.535533906,Santiago_Echavarria_FSV110,FSV110,0.961538462,8/11/2020 18:33,1624,0,"(2.5, 5.0]"
0.221867077,0.293976567,0.262081452,-0.079735625,0.5096321,-0.156457227,0.715345196,primary,-3.21881,50,-31.75,0.48,0.08,-11.763,-12.361,49,48.25,0.433012702,0.47575,71,16.5,22,0,111.428602,Santiago_Echavarria_FSV110,FSV110,1.020408163,8/11/2020 18:34,1624,0,"(-5.0, -2.5]"
0.032317866,0.021794495,0.562427828,-0.093228889,0.5310879,-0.175543237,1.536590743,primary,-3.3892,50,-26.75,0.04,-0.02,-9.938,-11.578,46,43,1.825741858,0.942,71.77777778,16.22222222,32,0,23.55206997,Santiago_Echavarria_FSV110,FSV110,1.086956522,8/11/2020 18:35,1624,0,"(-5.0, -2.5]"
0.135256748,0.172643903,4.374256679,-0.088105625,0.5592982,-0.157528891,11.74377006,primary,-2.678029786,50,-3.75,0.29,0.26,-1.389,-13.988,56,48.92857143,3.954460153,6.51625,72,16.35714286,40,0,12.37300909,Santiago_Echavarria_FSV110,FSV110,0.892857143,8/11/2020 18:35,1624,0,"(-5.0, -2.5]"
0.251898911,0.236766411,2.886280722,-0.08452875,0.5058977,-0.167086646,7.714120369,primary,-3.897158571,50,-31.75,0.33,0.27,-11.859,-21.196,58,52.42857143,3.736199094,1.165,72,16,20,0,14.03259572,Santiago_Echavarria_FSV110,FSV110,0.862068966,8/11/2020 18:36,1624,0,"(-5.0, -2.5]"
0.157302257,0.167238602,0.618647686,-0.076669097,0.5474451,-0.140048924,1.632482772,primary,-1.17915,50,-35.75,0.14,0.28,-13.335,-15.127,60,57.4,2.059126028,0.281,72,16,17,0,27.87590425,Santiago_Echavarria_FSV110,FSV110,0.833333333,8/11/2020 18:36,1624,0,"(-2.5, 0.0]"
0.119628331,0.150996689,0.990895807,-0.093294583,0.5757506,-0.162039924,2.636692708,primary,-3.33532125,50,-32.25,0.19,0.06,-12.062,-14.886,59,53.875,4.075460097,1.367,72.625,16,28,0,13.21936633,Santiago_Echavarria_FSV110,FSV110,0.847457627,8/11/2020 18:37,1624,0,"(-5.0, -2.5]"
0.077617587,0.148061549,0.648922183,-0.101062222,0.5016267,-0.201468985,1.745986652,primary,-4.021652857,50,-26.75,0.27,0.02,-10.005,-11.952,48,44.57142857,2.381904572,0.881,73,16,36,0,18.71251649,Santiago_Echavarria_FSV110,FSV110,1.041666667,8/11/2020 18:37,1624,0,"(-5.0, -2.5]"
0.107180237,0.10892199,2.460218925,-0.084722569,0.5011687,-0.169050001,6.565940165,primary,-4.154571818,50,-14.75,0.19,0.22,-5.509,-12.281,50,45.54545455,4.030872596,4.0575,73,16,36,0,11.29915507,Santiago_Echavarria_FSV110,FSV110,1,8/11/2020 18:38,1624,0,"(-5.0, -2.5]"
0.105399241,0.132999582,0.977514583,-0.102665556,0.5092607,-0.201597248,2.608160271,primary,-3.678865,50,-25.75,0.31,0.15,-9.656,-12.342,50,43.3,3.606937759,1.6815,73.2,16,40,0,12.00464297,Santiago_Echavarria_FSV110,FSV110,1,8/11/2020 18:39,1624,0,"(-5.0, -2.5]"
0.096736884,0.115,1.627328144,-0.088958333,0.5510905,-0.161422368,4.332442928,primary,-2.903608222,50,-13.25,0.3,0.31,-4.949,-10.313,44,42.11111111,0.874889764,0.106,74,16,31,0,48.13304813,Santiago_Echavarria_FSV110,FSV110,1.136363636,8/11/2020 18:39,1624,0,"(-5.0, -2.5]"
0.10572501,0.084474478,0.417655094,-0.084244097,0.5124587,-0.164391974,1.099242163,primary,-4.309041111,50,-30.75,0.1,0.15,-11.516,-12.861,51,48.77777778,1.39664501,0.545,74,16,26,0,34.92496478,Santiago_Echavarria_FSV110,FSV110,0.980392157,8/11/2020 18:40,1624,0,"(-5.0, -2.5]"
0.136267201,0.165220941,0.502257762,-0.101351806,0.5159824,-0.196424928,1.315472824,primary,-4.43193125,50,-29,0.22,0.18,-10.875,-12.392,49,46.625,1.798436821,0.74925,74,16.625,38,0,25.92529215,Santiago_Echavarria_FSV110,FSV110,1.020408163,8/11/2020 18:41,1624,0,"(-5.0, -2.5]"
0.202388109,0.087797115,3.326467199,-0.083776528,0.5057218,-0.165657339,8.853258017,primary,-3.975305385,50,-6.25,0.19,0.41,-2.337,-11.171,59,45.15384615,6.619855377,6.736,74.53846154,17,42,0,6.820971696,Santiago_Echavarria_FSV110,FSV110,0.847457627,8/11/2020 18:41,1624,0,"(-5.0, -2.5]"
0.092802182,0.119547759,0.865238672,-0.077343958,0.5321499,-0.145342428,2.279008019,primary,-3.047478571,50,-31.5,0.11,0.04,-11.813,-14.476,57,50.85714286,2.996596709,0.853,75,17,20,0,16.97163409,Santiago_Echavarria_FSV110,FSV110,0.877192982,8/11/2020 18:42,1624,0,"(-5.0, -2.5]"
0.17891966,0.174451521,1.545748494,-0.087452917,0.5059097,-0.1728627,4.09672592,primary,-4.253030286,30,-22,0.35,0.15,-8.25,-13.254,52,49,2.267786838,1.0015,75,17,34,0,21.60696904,Santiago_Echavarria_FSV110,FSV110,0.576923077,8/11/2020 18:42,1624,0,"(-5.0, -2.5]"
0.157082781,0.225442875,3.079878204,-0.035596806,0.5836698,-0.060987917,8.194653364,primary,-3.07766375,30,-6.5,0.34,0.36,-2.434,-12.032,48,45.125,4.428247396,2.866,75,17.375,27,0,10.19026174,Santiago_Echavarria_FSV110,FSV110,0.625,8/11/2020 18:43,1624,0,"(-5.0, -2.5]"
0.180848341,0.3372149,1.22925642,-0.092458194,0.631344,-0.146446619,3.267027607,primary,-3.170122857,60,-21.5,0.39,0.35,-8.073,-12.016,50,44.85714286,2.747912009,1.315,76,17.57142857,38,0,16.32408269,Santiago_Echavarria_FSV110,FSV110,1.2,8/11/2020 18:44,1624,0,"(-5.0, -2.5]"
0.245509674,0.221994668,4.122388499,-0.075854306,0.5211362,-0.145555625,10.94374822,primary,-2.994255,30,-5,0.44,0.41,-1.877,-12.425,50,44.375,4.5535014,5.14075,76,18,33,0,9.74524791,Santiago_Echavarria_FSV110,FSV110,0.6,8/11/2020 18:44,1624,0,"(-5.0, -2.5]"
0.189014631,0.162035661,2.313835459,0.235250417,0.5671988,0.414758312,6.342680178,primary,4.135708571,60,56.5,0.17,0.41,20.877,14.747,47,43.28571429,3.194382825,3.946,75.85714286,18.28571429,42,0,13.55057194,Santiago_Echavarria_FSV110,FSV110,1.276595745,8/11/2020 18:46,1624,0,"(2.5, 5.0]"
0.194886007,0.231568564,3.206251641,0.165464792,0.5330698,0.310399861,8.754363991,primary,4.283193333,60,64.5,0.21,0.34,23.672,14.483,52,46.33333333,2.624669291,4.771,75,18.66666667,35,0,17.65301765,Santiago_Echavarria_FSV110,FSV110,1.153846154,8/11/2020 18:47,1624,0,"(2.5, 5.0]"
0.484852176,0.54001286,11.25021538,0.171910833,0.5257589,0.326976554,30.43125407,primary,4.71712,60,56.5,0.18,0.12,20.764,-13.242,42,37.14285714,8.675557972,1.198,74.42857143,18,45,0,4.281321993,Santiago_Echavarria_FSV110,FSV110,1.428571429,8/11/2020 18:48,1624,0,"(2.5, 5.0]"
0.300995743,0.445865359,7.007246588,0.213569583,0.5386552,0.396486627,19.22520217,primary,4.393305,52.5,69.75,0.83,0.91,25.424,4.446,52,38.25,13.11249404,8.252,74,18,44,0,2.917065196,Santiago_Echavarria_FSV110,FSV110,1.009615385,8/11/2020 18:48,1624,0,"(2.5, 5.0]"
0.132449451,0.144106442,1.197844902,0.180087639,0.5642521,0.319161664,3.286490592,primary,4.081608571,52.5,48.25,0.28,0.15,17.66,14.091,45,41,2.725540575,1.342,73.14285714,18,42,0,15.04288741,Santiago_Echavarria_FSV110,FSV110,1.166666667,8/11/2020 18:49,1624,0,"(2.5, 5.0]"
